"ID","Date","Price (GBP)","Market Cap (GBP)","Total Volume","% 24hr Change","% 7d Change","Class"
"40","2023-05-14 10:00:55","1448.2421217570502","174151968155.89496","3870701281.2217913","0.06","0.23","increase"
"41","2023-05-14 11:00:02","1447.3264868484277","173966475331.35403","3803014856.113196","-0.06","-0.01","decrease"
"42","2023-05-14 12:00:36","1445.9041533186223","173866942042.708","3765843800.0026693","-0.10","-0.08","decrease"
"43","2023-05-14 13:00:33","1448.8538473001347","174225528512.75726","3784404220.0673695","0.20","0.12","increase"
"44","2023-05-14 14:00:42","1450.2607095111707","174418345278.09024","3834717463.078725","0.10","-0.06","increase"
"45","2023-05-14 15:00:31","1451.848770441913","174623051169.64297","3801592563.002903","0.11","0.14","increase"
"46","2023-05-14 16:00:29","1460.9294128575896","175640101201.50763","3997194553.5016727","0.63","0.93","increase"
"47","2023-05-14 17:00:26","1453.9858055619018","174842649516.4582","3929033968.1817946","-0.48","0.40","decrease"
"48","2023-05-14 18:01:24","1449.6122217270738","174343037054.4925","4133383456.1504116","-0.30","0.16","decrease"
"49","2023-05-14 19:00:32","1445.6104889851142","173866765583.4482","4029506510.505308","-0.28","-0.02","decrease"
"50","2023-05-14 20:00:44","1441.8677665764653","173383767963.33688","4106715979.0153184","-0.26","-0.48","decrease"
"51","2023-05-14 21:00:51","1443.7081422939011","173734825020.26947","4109524549.6264086","0.13","-0.45","increase"
"52","2023-05-14 22:00:18","1445.145113072308","173785187669.1686","4183403446.2234893","0.10","-0.46","increase"
"53","2023-05-14 23:00:25","1447.4194900804612","174044885504.83154","4235039784.8366075","0.16","-0.92","increase"
"54","2023-05-15 00:00:56","1446.1776690402046","173903716500.7317","4155366121.358473","-0.09","-0.54","decrease"
"55","2023-05-15 01:01:02","1436.9902392845966","172944658755.0169","4295158825.2770405","-0.64","-0.87","decrease"
"56","2023-05-15 02:00:26","1463.417752046952","176388707376.0172","4759652952.635182","1.84","1.23","increase"
"57","2023-05-15 03:00:31","1465.530725902523","176334266669.76266","4993908818.371851","0.14","1.64","increase"
"58","2023-05-15 04:00:30","1465.9110354028621","176352894687.54327","5177526671.562295","0.03","1.54","increase"
"59","2023-05-15 05:00:51","1466.795380653927","176395375344.07538","5274874039.85447","0.06","1.50","increase"
"60","2023-05-15 06:00:47","1463.9446819684774","175976455886.16595","5410312595.59727","-0.19","1.14","decrease"
"61","2023-05-15 07:00:30","1467.643454830789","176498473076.44373","5600599240.425123","0.25","1.48","increase"
"62","2023-05-15 08:00:23","1466.0874035407412","176208780032.13464","5648509054.192633","-0.11","2.02","decrease"
"63","2023-05-15 09:00:29","1467.4775437408414","176465038979.10944","5456432115.8207035","0.09","0.28","increase"
"64","2023-05-15 10:00:33","1464.1959608670256","176070426705.6808","5782267066.888821","-0.22","-0.09","decrease"
"65","2023-05-15 11:00:30","1462.8847411082418","175911869379.1081","5784501109.317438","-0.09","-0.21","decrease"
"66","2023-05-15 12:00:20","1459.748385151258","175535603106.23764","5865872920.1809435","-0.21","-0.48","decrease"
"67","2023-05-15 13:00:38","1460.629971212099","175629620089.3605","5699099507.362516","0.06","-0.23","increase"
"68","2023-05-15 14:00:33","1458.6974005627158","175409221590.4355","5751857870.522243","-0.13","-0.61","decrease"
"69","2023-05-15 15:00:36","1461.2373498285071","175714651985.67703","6277548331.763099","0.17","-0.33","increase"
"70","2023-05-15 16:01:08","1459.2735517562178","175478504110.80716","5856592303.335418","-0.13","-0.56","decrease"
"71","2023-05-15 17:00:49","1464.1690056239477","176067185321.82404","5949545727.666151","0.34","-0.00","increase"
"72","2023-05-15 18:00:22","1463.2145452986117","176061824180.5112","6187369718.860952","-0.07","0.02","decrease"
"73","2023-05-15 19:00:31","1461.237074259689","175679278782.24405","6187281659.255473","-0.14","0.10","decrease"
"74","2023-05-15 20:01:23","1460.0555398328704","175579967558.48264","6167960737.444438","-0.08","-0.04","decrease"
"75","2023-05-15 21:00:42","1457.82005775801","175332309459.44873","6059304604.93946","-0.15","-0.06","decrease"
"76","2023-05-15 22:00:42","1457.8971559024396","175284026434.19507","6069716644.730439","0.01","-0.23","increase"
"77","2023-05-15 23:01:34","1455.5538949251263","175031213185.99054","6031327744.308582","-0.16","-0.25","decrease"
"78","2023-05-16 00:01:04","1452.8507293033801","174452368373.3127","6110808334.578376","-0.19","-0.77","decrease"
"79","2023-05-16 01:00:42","1449.3606807722447","174243760789.0018","5955898353.409405","-0.24","-0.95","decrease"
